Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2020-12-14 00:00:00-05:00,106.56974204702378,106.64000556075463,103.73292136229018,103.89979553222656,12112400,0.0,0.0
2020-12-15 00:00:00-05:00,104.76927590380569,106.18329717010332,104.1808341024934,105.67389678955078,12590200,0.0,0.0
2020-12-16 00:00:00-05:00,105.65635093473666,106.34140349220502,105.26990828151946,105.98130798339844,11169400,0.0,0.0
2020-12-17 00:00:00-05:00,106.49949394479995,106.66636142768728,105.02399353925549,105.10303497314453,11618000,0.0,0.0
2020-12-18 00:00:00-05:00,104.63756368046974,105.28748456338292,103.87346288926585,104.58486938476562,28954800,0.0,0.0
2020-12-21 00:00:00-05:00,108.17697860777265,109.78422121452054,106.35016755859573,108.51072692871094,28323600,0.0,0.0
2020-12-22 00:00:00-05:00,108.37022087127178,108.48439407116845,106.80689433089432,106.85958862304688,11788200,0.0,0.0
2020-12-23 00:00:00-05:00,107.83444784336706,111.11918972791383,107.45678987022714,109.84569549560547,14973200,0.0,0.0
2020-12-24 00:00:00-05:00,109.86325613192582,110.26726793868521,108.52828302931418,109.36264038085938,4164900,0.0,0.0
2020-12-28 00:00:00-05:00,110.50440669900831,111.23337554436081,109.59978577798643,110.08283233642578,8072600,0.0,0.0
2020-12-29 00:00:00-05:00,110.83816354067318,110.90842706086667,109.68762687547147,109.79302215576172,8389200,0.0,0.0
2020-12-30 00:00:00-05:00,110.21458364976728,110.53076277207974,109.69640529418157,110.10041046142578,7398000,0.0,0.0
2020-12-31 00:00:00-05:00,109.86324908883029,111.83058691487904,109.62611814855727,111.60223388671875,8580200,0.0,0.0
2021-01-04 00:00:00-05:00,111.97991618152297,112.29609530444426,109.59101023087217,110.54833221435547,16819900,0.0,0.0
2021-01-05 00:00:00-05:00,110.56601803585446,111.7248472199308,109.486806264693,111.14985656738281,13731200,0.9,0.0
2021-01-06 00:00:00-05:00,114.8917019607774,117.44819207518651,113.12249752716959,116.36898040771484,24909100,0.0,0.0
2021-01-07 00:00:00-05:00,120.0312388662017,122.24273633665892,119.35009386588625,120.19046020507812,21940400,0.0,0.0
2021-01-08 00:00:00-05:00,120.27890273535839,120.61505460656839,118.64238951783335,120.32313537597656,12035100,0.0,0.0
2021-01-11 00:00:00-05:00,119.04934426604656,122.25158857488871,118.63358162399228,122.11890411376953,15937900,0.0,0.0
2021-01-12 00:00:00-05:00,123.34849647129974,125.31230748638666,122.80889049872341,124.03848266601562,18033500,0.0,0.0
2021-01-13 00:00:00-05:00,122.59654744751205,124.54266215547395,122.16310266358323,124.15345001220703,14816800,0.0,0.0
2021-01-14 00:00:00-05:00,124.2773167522722,126.27650560701326,123.8438583886645,124.87883758544922,18565600,0.0,0.0
2021-01-15 00:00:00-05:00,121.57044491052228,125.30345410258516,121.19891491720603,122.64081573486328,27881000,0.0,0.0
2021-01-19 00:00:00-05:00,123.71999993969008,124.46305975965032,121.91542416294266,122.11002349853516,19843800,0.0,0.0
2021-01-20 00:00:00-05:00,121.9154210619852,122.22502256347329,119.81007146107368,120.2789077758789,16028800,0.0,0.0
2021-01-21 00:00:00-05:00,120.03124828314903,120.44701092004603,118.81935189359119,119.27049255371094,13411700,0.0,0.0
2021-01-22 00:00:00-05:00,117.37741331590578,118.89006965848144,116.94395505801194,118.3504638671875,12933200,0.0,0.0
2021-01-25 00:00:00-05:00,116.89090285041763,117.8020386745659,115.0509354439886,116.87320709228516,14212800,0.0,0.0
2021-01-26 00:00:00-05:00,117.43052524014502,117.80205522567532,116.18323732577943,116.39554595947266,11307800,0.0,0.0
